subject,body,label,is_phishing,is_malware,is_harmful,is_ad,정상,해설
[GitHub] Pull Request 리뷰 요청 - 결제 장애 재발 방지,"도윤님이 Pull Request 리뷰를 요청했습니다.
리포지토리: Adventure Works/결제-장애-재발-방지
검토 마감: 2025-06-13
PR 링크: https://www.example.com/gh/pr/8787
의견 부탁드립니다.",0,1,0,0,0,정상,
[Slack] 채널 요약 - #로그,"Zoom에서 오늘 업데이트된 메시지 요약입니다.
- 스레드 정리
- 공유 링크 모음
자세히 보기: https://intranet.example.com/slack/digest/2025-04-29",0,0,0,0,0,정상,
[안내] 서비스 점검 예정 (2025-07-25 15:15),"Tailwind Traders 서비스 정기점검을 안내드립니다.
일시: 2025-07-25 15:15 ~ 15:15
영향: 일부 기능 응답 지연 가능
상세: https://www.example.com/status/maintenance",0,0,0,0,0,정상,
[커뮤니티] 인천 개발자 밋업 안내 (2025-06-05),"인천 지역 개발자 밋업 소식입니다.
발표 주제: 결제 장애 재발 방지
장소: 인천 창업카페
등록: https://www.example.com/events/인천/2025-06-05",0,1,0,0,0,정상,
[Slack] 채널 요약 - #로그,"Zoom에서 오늘 업데이트된 메시지 요약입니다.
- 스레드 정리
- 공유 링크 모음
자세히 보기: https://docs.example.com/slack/digest/2025-07-27",0,0,0,0,0,정상,
[영수증] Contoso 결제 내역 (2025-07-03),"안녕하세요, Contoso입니다.
2025-07-03 결제하신 내역의 영수증을 안내드립니다.
주문번호: ORD-961937
상세 내역: https://contoso.com/orders/ORD-961937
문의 사항은 고객센터로 연락 주세요.",0,1,0,0,0,정상,
[배송안내] 주문 ORD-142624 배송 시작,"주문하신 상품의 배송이 시작되었습니다.
택배사: 롯데택배
송장번호: TRK60407838
배송조회: https://contoso.com/track/TRK60407838
항상 이용해 주셔서 감사합니다.",0,0,0,0,0,정상,
[회의록] 보안 점검 회의 회의록 공유 (2025-05-17),"안녕하세요, 예린입니다.
오늘 보안 점검 회의에서 논의된 내용을 공유드립니다.
1) 진행 상황
2) 리스크 및 이슈
3) 다음 액션 아이템
상세 내용: https://docs.example.com/notes/2025-05-17
추가 의견은 댓글로 남겨 주세요.",0,0,0,0,0,정상,
[Slack] 채널 요약 - #결제,"Slack에서 오늘 업데이트된 메시지 요약입니다.
- 스레드 정리
- 공유 링크 모음
자세히 보기: https://www.example.com/slack/digest/2025-05-10",0,1,0,0,0,정상,
[회의록] 월간 실적 리뷰 회의록 공유 (2025-06-20),"안녕하세요, Jamie입니다.
오늘 월간 실적 리뷰에서 논의된 내용을 공유드립니다.
1) 진행 상황
2) 리스크 및 이슈
3) 다음 액션 아이템
상세 내용: https://www.example.com/notes/2025-06-20
추가 의견은 댓글로 남겨 주세요.",0,0,0,0,0,정상,
[배송안내] 주문 ORD-884310 배송 시작,"주문하신 상품의 배송이 시작되었습니다.
택배사: 한진택배
송장번호: TRK82284915
배송조회: https://intranet.example.com/track/TRK82284915
항상 이용해 주셔서 감사합니다.",0,0,0,0,0,정상,
[배송안내] 주문 ORD-395021 배송 시작,"주문하신 상품의 배송이 시작되었습니다.
택배사: 롯데택배
송장번호: TRK87615529
배송조회: https://contoso.com/track/TRK87615529
항상 이용해 주셔서 감사합니다.",0,0,0,0,0,정상,
[Confluence] 문서 게시: 로그 수집 파이프라인,"GitHub에 새 문서를 게시했습니다.
제목: 로그 수집 파이프라인
작성자: 지후 (보안운영팀)
문서 링크: https://intranet.example.com/wiki/로그-수집-파이프라인",0,0,0,0,0,정상,
[GitHub] Pull Request 리뷰 요청 - DB 이중화 마이그레이션,"Riley님이 Pull Request 리뷰를 요청했습니다.
리포지토리: Contoso/db-이중화-마이그레이션
검토 마감: 2025-08-07
PR 링크: https://www.example.com/gh/pr/3316
의견 부탁드립니다.",0,0,0,0,0,정상,
[회의록] 주간 스탠드업 회의록 공유 (2025-06-02),"안녕하세요, 준호입니다.
오늘 주간 스탠드업에서 논의된 내용을 공유드립니다.
1) 진행 상황
2) 리스크 및 이슈
3) 다음 액션 아이템
상세 내용: https://contoso.com/notes/2025-06-02
추가 의견은 댓글로 남겨 주세요.",0,0,0,0,0,정상,
[커뮤니티] 광주 개발자 밋업 안내 (2025-05-23),"광주 지역 개발자 밋업 소식입니다.
발표 주제: 로그 수집 파이프라인
장소: 광주 창업카페
등록: https://intranet.example.com/events/광주/2025-05-23",0,0,0,0,0,정상,
[결재알림] 비용 처리 완료 ? Tailwind Traders 송장,"재무회계팀에서 비용 처리가 완료되었습니다.
대상 송장: ORD-264172
상세 내역은 ERP에서 확인 가능합니다.
감사합니다.",0,0,0,0,0,정상,
[Jira] 티켓 업데이트 알림: PRJ-275-3390,"GitHub에서 PRJ-275-3390 이(가) 업데이트되었습니다.
- 제목: 웹 접근성 개선
- 담당자: Jamie
- 상태: In Progress → Code Review
상세 보기: https://www.example.com/jira/browse/PRJ-275-3390
감사합니다.",0,0,0,0,0,정상,
[커뮤니티] 대구 개발자 밋업 안내 (2025-04-26),"대구 지역 개발자 밋업 소식입니다.
발표 주제: 결제 장애 재발 방지
장소: 대구 창업카페
등록: https://www.example.com/events/대구/2025-04-26",0,1,0,0,0,정상,
[공지] 월간 실적 리뷰 일정 안내 (2025-08-15 14:15),"보안운영팀에서 안내드립니다.
2025-08-15 14:15에 월간 실적 리뷰을 진행합니다.
주요 안건: DB 이중화 마이그레이션
장소: 부산 본사 3층 회의실
원격 참석 링크: https://contoso.com/meet/월간실적리뷰
참석이 어렵다면 사전에 회신 부탁드립니다.
감사합니다.
- 보안운영팀",0,0,0,0,0,정상,
[Slack] 채널 요약 - #db,"Slack에서 오늘 업데이트된 메시지 요약입니다.
- 스레드 정리
- 공유 링크 모음
자세히 보기: https://intranet.example.com/slack/digest/2025-07-12",0,0,0,0,0,정상,
[회의록] 월간 실적 리뷰 회의록 공유 (2025-05-09),"안녕하세요, 수빈입니다.
오늘 월간 실적 리뷰에서 논의된 내용을 공유드립니다.
1) 진행 상황
2) 리스크 및 이슈
3) 다음 액션 아이템
상세 내용: https://contoso.com/notes/2025-05-09
추가 의견은 댓글로 남겨 주세요.",0,0,0,0,0,정상,
[결재알림] 비용 처리 완료 ? Contoso 송장,"재무회계팀에서 비용 처리가 완료되었습니다.
대상 송장: ORD-998703
상세 내역은 ERP에서 확인 가능합니다.
감사합니다.",0,0,0,0,0,정상,
[GitHub] Pull Request 리뷰 요청 - 웹 접근성 개선,"Morgan님이 Pull Request 리뷰를 요청했습니다.
리포지토리: Fabrikam/웹-접근성-개선
검토 마감: 2025-04-28
PR 링크: https://docs.example.com/gh/pr/9228
의견 부탁드립니다.",0,0,0,0,0,정상,
[안내] 서비스 점검 예정 (2025-07-31 18:30),"Adventure Works 서비스 정기점검을 안내드립니다.
일시: 2025-07-31 18:30 ~ 18:30
영향: 일부 기능 응답 지연 가능
상세: https://intranet.example.com/status/maintenance",0,0,0,0,0,정상,
[Jira] 티켓 업데이트 알림: PRJ-371-7156,"Google Calendar에서 PRJ-371-7156 이(가) 업데이트되었습니다.
- 제목: 웹 접근성 개선
- 담당자: Casey
- 상태: In Progress → Code Review
상세 보기: https://docs.example.com/jira/browse/PRJ-371-7156
감사합니다.",0,0,0,0,0,정상,
[GitHub] Pull Request 리뷰 요청 - 웹 접근성 개선,"Jamie님이 Pull Request 리뷰를 요청했습니다.
리포지토리: Contoso/웹-접근성-개선
검토 마감: 2025-05-08
PR 링크: https://docs.example.com/gh/pr/1029
의견 부탁드립니다.",0,0,0,0,0,정상,
[뉴스레터] Product Updates ? 2025-07-22,"이번 주 Product Updates입니다.
- 트렌드 요약
- 읽을거리 모음
전체 글 보기: https://intranet.example.com/newsletter/2025-07-22
구독 환경설정: https://intranet.example.com/pref",0,0,0,0,1,광고,정기 뉴스레터 형식(Product Updates) + 구독 환경설정/랜딩 링크 포함 → 광고
[회의록] 월간 실적 리뷰 회의록 공유 (2025-07-31),"안녕하세요, Jamie입니다.
오늘 월간 실적 리뷰에서 논의된 내용을 공유드립니다.
1) 진행 상황
2) 리스크 및 이슈
3) 다음 액션 아이템
상세 내용: https://intranet.example.com/notes/2025-07-31
추가 의견은 댓글로 남겨 주세요.",0,0,0,0,0,정상,
[공지] 주간 스탠드업 일정 안내 (2025-06-04 16:45),"고객지원팀에서 안내드립니다.
2025-06-04 16:45에 주간 스탠드업을 진행합니다.
주요 안건: 웹 접근성 개선
장소: 대구 본사 3층 회의실
원격 참석 링크: https://intranet.example.com/meet/주간스탠드업
참석이 어렵다면 사전에 회신 부탁드립니다.
감사합니다.
- 고객지원팀",0,0,0,0,0,정상,
[Jira] 티켓 업데이트 알림: PRJ-758-9305,"GitHub에서 PRJ-758-9305 이(가) 업데이트되었습니다.
- 제목: 로그 수집 파이프라인
- 담당자: Taylor
- 상태: In Progress → Code Review
상세 보기: https://contoso.com/jira/browse/PRJ-758-9305
감사합니다.",0,0,0,0,0,정상,
[배송안내] 주문 ORD-184387 배송 시작,"주문하신 상품의 배송이 시작되었습니다.
택배사: 롯데택배
송장번호: TRK97983916
배송조회: https://www.example.com/track/TRK97983916
항상 이용해 주셔서 감사합니다.",0,0,0,0,0,정상,
[Jira] 티켓 업데이트 알림: PRJ-322-2399,"Zoom에서 PRJ-322-2399 이(가) 업데이트되었습니다.
- 제목: 로그 수집 파이프라인
- 담당자: 지후
- 상태: In Progress → Code Review
상세 보기: https://intranet.example.com/jira/browse/PRJ-322-2399
감사합니다.",0,0,0,0,0,정상,
[커뮤니티] 인천 개발자 밋업 안내 (2025-07-03),"인천 지역 개발자 밋업 소식입니다.
발표 주제: 결제 장애 재발 방지
장소: 인천 창업카페
등록: https://contoso.com/events/인천/2025-07-03",0,1,0,0,0,정상,
[공지] 고객 VOC 공유 일정 안내 (2025-08-16 08:00),"고객지원팀에서 안내드립니다.
2025-08-16 08:00에 고객 VOC 공유을 진행합니다.
주요 안건: 로그 수집 파이프라인
장소: 대전 본사 3층 회의실
원격 참석 링크: https://contoso.com/meet/고객voc공유
참석이 어렵다면 사전에 회신 부탁드립니다.
감사합니다.
- 고객지원팀",0,0,0,0,0,정상,
[회의록] 주간 스탠드업 회의록 공유 (2025-05-08),"안녕하세요, 지현입니다.
오늘 주간 스탠드업에서 논의된 내용을 공유드립니다.
1) 진행 상황
2) 리스크 및 이슈
3) 다음 액션 아이템
상세 내용: https://contoso.com/notes/2025-05-08
추가 의견은 댓글로 남겨 주세요.",0,0,0,0,0,정상,
[커뮤니티] 서울 개발자 밋업 안내 (2025-07-11),"서울 지역 개발자 밋업 소식입니다.
발표 주제: 결제 장애 재발 방지
장소: 서울 창업카페
등록: https://docs.example.com/events/서울/2025-07-11",0,1,0,0,0,정상,
[GitHub] Pull Request 리뷰 요청 - 웹 접근성 개선,"Jamie님이 Pull Request 리뷰를 요청했습니다.
리포지토리: Adventure Works/웹-접근성-개선
검토 마감: 2025-08-17
PR 링크: https://intranet.example.com/gh/pr/9812
의견 부탁드립니다.",0,0,0,0,0,정상,
[HR] 휴가 규정 개정 안내 (2025-07-07 시행),"안녕하세요, 인사팀입니다.
휴가 규정 일부가 2025-07-07부터 개정됩니다.
변경 요약: 반차 사용 절차 간소화 등
세부안내: https://www.example.com/policy/hr/2025-07-07
문의: HR 포털 Q&A",0,0,0,0,0,정상,
[결재알림] 비용 처리 완료 ? Fabrikam 송장,"재무회계팀에서 비용 처리가 완료되었습니다.
대상 송장: ORD-758434
상세 내역은 ERP에서 확인 가능합니다.
감사합니다.",0,0,0,0,0,정상,
[영수증] Contoso 결제 내역 (2025-07-03),"안녕하세요, Contoso입니다.
2025-07-03 결제하신 내역의 영수증을 안내드립니다.
주문번호: ORD-583297
상세 내역: https://contoso.com/orders/ORD-583297
문의 사항은 고객센터로 연락 주세요.",0,1,0,0,0,정상,
[안내] 서비스 점검 예정 (2025-08-04 13:45),"Tailwind Traders 서비스 정기점검을 안내드립니다.
일시: 2025-08-04 13:45 ~ 13:45
영향: 일부 기능 응답 지연 가능
상세: https://contoso.com/status/maintenance",0,0,0,0,0,정상,
[Jira] 티켓 업데이트 알림: PRJ-268-2665,"Zoom에서 PRJ-268-2665 이(가) 업데이트되었습니다.
- 제목: 웹 접근성 개선
- 담당자: Cameron
- 상태: In Progress → Code Review
상세 보기: https://contoso.com/jira/browse/PRJ-268-2665
감사합니다.",0,0,0,0,0,정상,
[교육신청] 보안 인식 교육 (분기),"보안 인식 온라인 교육이 오픈되었습니다.
수강 기간: 2025-07-25 ~ 2025-09-10
수강 경로: https://docs.example.com/training/security
수료 기준: 퀴즈 80점 이상
감사합니다.",0,0,0,0,0,정상,
[회의록] 고객 VOC 공유 회의록 공유 (2025-05-23),"안녕하세요, 유진입니다.
오늘 고객 VOC 공유에서 논의된 내용을 공유드립니다.
1) 진행 상황
2) 리스크 및 이슈
3) 다음 액션 아이템
상세 내용: https://intranet.example.com/notes/2025-05-23
추가 의견은 댓글로 남겨 주세요.",0,0,0,0,0,정상,
[교육신청] 보안 인식 교육 (분기),"보안 인식 온라인 교육이 오픈되었습니다.
수강 기간: 2025-07-19 ~ 2025-09-10
수강 경로: https://contoso.com/training/security
수료 기준: 퀴즈 80점 이상
감사합니다.",0,0,0,0,0,정상,
[커뮤니티] 서울 개발자 밋업 안내 (2025-07-31),"서울 지역 개발자 밋업 소식입니다.
발표 주제: 로그 수집 파이프라인
장소: 서울 창업카페
등록: https://contoso.com/events/서울/2025-07-31",0,0,0,0,0,정상,
[공지] 분기 로드맵 리뷰 일정 안내 (2025-06-16 09:30),"경영기획팀에서 안내드립니다.
2025-06-16 09:30에 분기 로드맵 리뷰을 진행합니다.
주요 안건: 결제 장애 재발 방지
장소: 광주 본사 3층 회의실
원격 참석 링크: https://intranet.example.com/meet/분기로드맵리뷰
참석이 어렵다면 사전에 회신 부탁드립니다.
감사합니다.
- 경영기획팀",0,1,0,0,0,정상,
[Jira] 티켓 업데이트 알림: PRJ-920-7421,"Zoom에서 PRJ-920-7421 이(가) 업데이트되었습니다.
- 제목: 웹 접근성 개선
- 담당자: 민수
- 상태: In Progress → Code Review
상세 보기: https://contoso.com/jira/browse/PRJ-920-7421
감사합니다.",0,0,0,0,0,정상,
[교육신청] 보안 인식 교육 (분기),"보안 인식 온라인 교육이 오픈되었습니다.
수강 기간: 2025-06-22 ~ 2025-09-10
수강 경로: https://intranet.example.com/training/security
수료 기준: 퀴즈 80점 이상
감사합니다.",0,0,0,0,0,정상,
[Confluence] 문서 게시: 신규 가입 전환율,"GitHub에 새 문서를 게시했습니다.
제목: 신규 가입 전환율
작성자: 준호 (재무회계팀)
문서 링크: https://docs.example.com/wiki/신규-가입-전환율",0,0,0,0,0,정상,
[Jira] 티켓 업데이트 알림: PRJ-400-5096,"Notion에서 PRJ-400-5096 이(가) 업데이트되었습니다.
- 제목: 웹 접근성 개선
- 담당자: Taylor
- 상태: In Progress → Code Review
상세 보기: https://www.example.com/jira/browse/PRJ-400-5096
감사합니다.",0,0,0,0,0,정상,
[커뮤니티] 인천 개발자 밋업 안내 (2025-06-03),"인천 지역 개발자 밋업 소식입니다.
발표 주제: 결제 장애 재발 방지
장소: 인천 창업카페
등록: https://contoso.com/events/인천/2025-06-03",0,1,0,0,0,정상,
[Jira] 티켓 업데이트 알림: PRJ-247-9050,"Google Calendar에서 PRJ-247-9050 이(가) 업데이트되었습니다.
- 제목: 신규 가입 전환율
- 담당자: 예린
- 상태: In Progress → Code Review
상세 보기: https://contoso.com/jira/browse/PRJ-247-9050
감사합니다.",0,0,0,0,0,정상,
[HR] 휴가 규정 개정 안내 (2025-07-04 시행),"안녕하세요, 인사팀입니다.
휴가 규정 일부가 2025-07-04부터 개정됩니다.
변경 요약: 반차 사용 절차 간소화 등
세부안내: https://intranet.example.com/policy/hr/2025-07-04
문의: HR 포털 Q&A",0,0,0,0,0,정상,
[일정알림] 월간 실적 리뷰 리마인더 (2025-07-08 09:30),"Slack 일정 알림입니다.
일정: 월간 실적 리뷰
일시: 2025-07-08 09:30
설명: 로그 수집 파이프라인
참석 링크: https://contoso.com/calendar/event/47244",0,0,0,0,0,정상,
[GitHub] Pull Request 리뷰 요청 - 신규 가입 전환율,"Alex님이 Pull Request 리뷰를 요청했습니다.
리포지토리: Northwind/신규-가입-전환율
검토 마감: 2025-07-09
PR 링크: https://intranet.example.com/gh/pr/2932
의견 부탁드립니다.",0,0,0,0,0,정상,
[Confluence] 문서 게시: DB 이중화 마이그레이션,"Notion에 새 문서를 게시했습니다.
제목: DB 이중화 마이그레이션
작성자: Alex (고객지원팀)
문서 링크: https://intranet.example.com/wiki/db-이중화-마이그레이션",0,0,0,0,0,정상,
[안내] 서비스 점검 예정 (2025-08-15 18:45),"Adventure Works 서비스 정기점검을 안내드립니다.
일시: 2025-08-15 18:45 ~ 18:45
영향: 일부 기능 응답 지연 가능
상세: https://contoso.com/status/maintenance",0,0,0,0,0,정상,
[뉴스레터] Engineering Insights ? 2025-07-28,"이번 주 Engineering Insights입니다.
- 트렌드 요약
- 읽을거리 모음
전체 글 보기: https://docs.example.com/newsletter/2025-07-28
구독 환경설정: https://docs.example.com/pref",0,0,0,0,1,광고,정기 뉴스레터 형식(Product Updates) + 구독 환경설정/랜딩 링크 포함 → 광고
[공지] 주간 스탠드업 일정 안내 (2025-06-21 14:00),"개발1팀에서 안내드립니다.
2025-06-21 14:00에 주간 스탠드업을 진행합니다.
주요 안건: 로그 수집 파이프라인
장소: 광주 본사 3층 회의실
원격 참석 링크: https://contoso.com/meet/주간스탠드업
참석이 어렵다면 사전에 회신 부탁드립니다.
감사합니다.
- 개발1팀",0,0,0,0,0,정상,
[배송안내] 주문 ORD-572673 배송 시작,"주문하신 상품의 배송이 시작되었습니다.
택배사: CJ대한통운
송장번호: TRK35153788
배송조회: https://intranet.example.com/track/TRK35153788
항상 이용해 주셔서 감사합니다.",0,0,0,0,0,정상,
[영수증] Tailwind Traders 결제 내역 (2025-07-02),"안녕하세요, Tailwind Traders입니다.
2025-07-02 결제하신 내역의 영수증을 안내드립니다.
주문번호: ORD-864875
상세 내역: https://www.example.com/orders/ORD-864875
문의 사항은 고객센터로 연락 주세요.",0,1,0,0,0,정상,
[HR] 휴가 규정 개정 안내 (2025-06-20 시행),"안녕하세요, 인사팀입니다.
휴가 규정 일부가 2025-06-20부터 개정됩니다.
변경 요약: 반차 사용 절차 간소화 등
세부안내: https://intranet.example.com/policy/hr/2025-06-20
문의: HR 포털 Q&A",0,0,0,0,0,정상,
[커뮤니티] 대구 개발자 밋업 안내 (2025-04-29),"대구 지역 개발자 밋업 소식입니다.
발표 주제: 웹 접근성 개선
장소: 대구 창업카페
등록: https://intranet.example.com/events/대구/2025-04-29",0,0,0,0,0,정상,
[회의록] 월간 실적 리뷰 회의록 공유 (2025-05-09),"안녕하세요, 민수입니다.
오늘 월간 실적 리뷰에서 논의된 내용을 공유드립니다.
1) 진행 상황
2) 리스크 및 이슈
3) 다음 액션 아이템
상세 내용: https://contoso.com/notes/2025-05-09
추가 의견은 댓글로 남겨 주세요.",0,0,0,0,0,정상,
[뉴스레터] Weekly Tech Roundup ? 2025-06-22,"이번 주 Weekly Tech Roundup입니다.
- 트렌드 요약
- 읽을거리 모음
전체 글 보기: https://intranet.example.com/newsletter/2025-06-22
구독 환경설정: https://intranet.example.com/pref",0,0,0,0,1,광고,정기 뉴스레터 형식(Product Updates) + 구독 환경설정/랜딩 링크 포함 → 광고
[영수증] Contoso 결제 내역 (2025-06-20),"안녕하세요, Contoso입니다.
2025-06-20 결제하신 내역의 영수증을 안내드립니다.
주문번호: ORD-298339
상세 내역: https://docs.example.com/orders/ORD-298339
문의 사항은 고객센터로 연락 주세요.",0,1,0,0,0,정상,
[뉴스레터] Weekly Tech Roundup ? 2025-06-01,"이번 주 Weekly Tech Roundup입니다.
- 트렌드 요약
- 읽을거리 모음
전체 글 보기: https://docs.example.com/newsletter/2025-06-01
구독 환경설정: https://docs.example.com/pref",0,0,0,0,1,광고,정기 뉴스레터 형식(Product Updates) + 구독 환경설정/랜딩 링크 포함 → 광고
[영수증] Contoso 결제 내역 (2025-07-18),"안녕하세요, Contoso입니다.
2025-07-18 결제하신 내역의 영수증을 안내드립니다.
주문번호: ORD-201824
상세 내역: https://contoso.com/orders/ORD-201824
문의 사항은 고객센터로 연락 주세요.",0,1,0,0,0,정상,
[회의록] 주간 스탠드업 회의록 공유 (2025-06-19),"안녕하세요, 예린입니다.
오늘 주간 스탠드업에서 논의된 내용을 공유드립니다.
1) 진행 상황
2) 리스크 및 이슈
3) 다음 액션 아이템
상세 내용: https://intranet.example.com/notes/2025-06-19
추가 의견은 댓글로 남겨 주세요.",0,0,0,0,0,정상,
[커뮤니티] 부산 개발자 밋업 안내 (2025-08-16),"부산 지역 개발자 밋업 소식입니다.
발표 주제: 신규 가입 전환율
장소: 부산 창업카페
등록: https://contoso.com/events/부산/2025-08-16",0,0,0,0,0,정상,
[영수증] Contoso 결제 내역 (2025-05-15),"안녕하세요, Contoso입니다.
2025-05-15 결제하신 내역의 영수증을 안내드립니다.
주문번호: ORD-593591
상세 내역: https://intranet.example.com/orders/ORD-593591
문의 사항은 고객센터로 연락 주세요.",0,1,0,0,0,정상,
[결재알림] 비용 처리 완료 ? Fabrikam 송장,"재무회계팀에서 비용 처리가 완료되었습니다.
대상 송장: ORD-748705
상세 내역은 ERP에서 확인 가능합니다.
감사합니다.",0,0,0,0,0,정상,
[Confluence] 문서 게시: 결제 장애 재발 방지,"Confluence에 새 문서를 게시했습니다.
제목: 결제 장애 재발 방지
작성자: Taylor (경영기획팀)
문서 링크: https://docs.example.com/wiki/결제-장애-재발-방지",0,1,0,0,0,정상,
[Jira] 티켓 업데이트 알림: PRJ-425-8474,"Jira에서 PRJ-425-8474 이(가) 업데이트되었습니다.
- 제목: 로그 수집 파이프라인
- 담당자: 하준
- 상태: In Progress → Code Review
상세 보기: https://docs.example.com/jira/browse/PRJ-425-8474
감사합니다.",0,0,0,0,0,정상,
[공지] 보안 점검 회의 일정 안내 (2025-06-26 12:15),"경영기획팀에서 안내드립니다.
2025-06-26 12:15에 보안 점검 회의을 진행합니다.
주요 안건: 로그 수집 파이프라인
장소: 대구 본사 3층 회의실
원격 참석 링크: https://docs.example.com/meet/보안점검회의
참석이 어렵다면 사전에 회신 부탁드립니다.
감사합니다.
- 경영기획팀",0,0,0,0,0,정상,
[배송안내] 주문 ORD-294847 배송 시작,"주문하신 상품의 배송이 시작되었습니다.
택배사: 한진택배
송장번호: TRK58331697
배송조회: https://intranet.example.com/track/TRK58331697
항상 이용해 주셔서 감사합니다.",0,0,0,0,0,정상,
[교육신청] 보안 인식 교육 (분기),"보안 인식 온라인 교육이 오픈되었습니다.
수강 기간: 2025-05-06 ~ 2025-09-10
수강 경로: https://www.example.com/training/security
수료 기준: 퀴즈 80점 이상
감사합니다.",0,0,0,0,0,정상,
[배송안내] 주문 ORD-194717 배송 시작,"주문하신 상품의 배송이 시작되었습니다.
택배사: CJ대한통운
송장번호: TRK12073011
배송조회: https://docs.example.com/track/TRK12073011
항상 이용해 주셔서 감사합니다.",0,0,0,0,0,정상,
[안내] 서비스 점검 예정 (2025-07-06 16:45),"Adventure Works 서비스 정기점검을 안내드립니다.
일시: 2025-07-06 16:45 ~ 16:45
영향: 일부 기능 응답 지연 가능
상세: https://www.example.com/status/maintenance",0,0,0,0,0,정상,
[배송안내] 주문 ORD-334565 배송 시작,"주문하신 상품의 배송이 시작되었습니다.
택배사: CJ대한통운
송장번호: TRK93091388
배송조회: https://contoso.com/track/TRK93091388
항상 이용해 주셔서 감사합니다.",0,0,0,0,0,정상,
[배송안내] 주문 ORD-207861 배송 시작,"주문하신 상품의 배송이 시작되었습니다.
택배사: CJ대한통운
송장번호: TRK57070125
배송조회: https://intranet.example.com/track/TRK57070125
항상 이용해 주셔서 감사합니다.",0,0,0,0,0,정상,
[교육신청] 보안 인식 교육 (분기),"보안 인식 온라인 교육이 오픈되었습니다.
수강 기간: 2025-05-02 ~ 2025-09-10
수강 경로: https://contoso.com/training/security
수료 기준: 퀴즈 80점 이상
감사합니다.",0,0,0,0,0,정상,
[공지] 주간 스탠드업 일정 안내 (2025-05-05 13:45),"재무회계팀에서 안내드립니다.
2025-05-05 13:45에 주간 스탠드업을 진행합니다.
주요 안건: 신규 가입 전환율
장소: 대구 본사 3층 회의실
원격 참석 링크: https://contoso.com/meet/주간스탠드업
참석이 어렵다면 사전에 회신 부탁드립니다.
감사합니다.
- 재무회계팀",0,0,0,0,0,정상,
[일정알림] 분기 로드맵 리뷰 리마인더 (2025-08-12 13:45),"Notion 일정 알림입니다.
일정: 분기 로드맵 리뷰
일시: 2025-08-12 13:45
설명: 로그 수집 파이프라인
참석 링크: https://contoso.com/calendar/event/28272",0,0,0,0,0,정상,
[일정알림] 고객 VOC 공유 리마인더 (2025-06-01 16:00),"GitHub 일정 알림입니다.
일정: 고객 VOC 공유
일시: 2025-06-01 16:00
설명: 신규 가입 전환율
참석 링크: https://docs.example.com/calendar/event/11791",0,0,0,0,0,정상,
[HR] 휴가 규정 개정 안내 (2025-08-10 시행),"안녕하세요, 인사팀입니다.
휴가 규정 일부가 2025-08-10부터 개정됩니다.
변경 요약: 반차 사용 절차 간소화 등
세부안내: https://docs.example.com/policy/hr/2025-08-10
문의: HR 포털 Q&A",0,0,0,0,0,정상,
[Slack] 채널 요약 - #신규,"Zoom에서 오늘 업데이트된 메시지 요약입니다.
- 스레드 정리
- 공유 링크 모음
자세히 보기: https://contoso.com/slack/digest/2025-05-29",0,0,0,0,0,정상,
[영수증] Contoso 결제 내역 (2025-06-07),"안녕하세요, Contoso입니다.
2025-06-07 결제하신 내역의 영수증을 안내드립니다.
주문번호: ORD-469783
상세 내역: https://intranet.example.com/orders/ORD-469783
문의 사항은 고객센터로 연락 주세요.",0,1,0,0,0,정상,
[커뮤니티] 부산 개발자 밋업 안내 (2025-06-04),"부산 지역 개발자 밋업 소식입니다.
발표 주제: 로그 수집 파이프라인
장소: 부산 창업카페
등록: https://www.example.com/events/부산/2025-06-04",0,0,0,0,0,정상,
[공지] 보안 점검 회의 일정 안내 (2025-05-07 16:00),"보안운영팀에서 안내드립니다.
2025-05-07 16:00에 보안 점검 회의을 진행합니다.
주요 안건: 결제 장애 재발 방지
장소: 광주 본사 3층 회의실
원격 참석 링크: https://docs.example.com/meet/보안점검회의
참석이 어렵다면 사전에 회신 부탁드립니다.
감사합니다.
- 보안운영팀",0,1,0,0,0,정상,
[뉴스레터] Design Notes ? 2025-07-03,"이번 주 Design Notes입니다.
- 트렌드 요약
- 읽을거리 모음
전체 글 보기: https://www.example.com/newsletter/2025-07-03
구독 환경설정: https://www.example.com/pref",0,0,0,0,1,광고,정기 뉴스레터 형식(Product Updates) + 구독 환경설정/랜딩 링크 포함 → 광고
[영수증] Northwind 결제 내역 (2025-06-13),"안녕하세요, Northwind입니다.
2025-06-13 결제하신 내역의 영수증을 안내드립니다.
주문번호: ORD-556807
상세 내역: https://contoso.com/orders/ORD-556807
문의 사항은 고객센터로 연락 주세요.",0,1,0,0,0,정상,
[일정알림] 주간 스탠드업 리마인더 (2025-07-13 16:30),"Slack 일정 알림입니다.
일정: 주간 스탠드업
일시: 2025-07-13 16:30
설명: 로그 수집 파이프라인
참석 링크: https://intranet.example.com/calendar/event/99814",0,0,0,0,0,정상,
[Slack] 채널 요약 - #db,"Google Calendar에서 오늘 업데이트된 메시지 요약입니다.
- 스레드 정리
- 공유 링크 모음
자세히 보기: https://contoso.com/slack/digest/2025-08-08",0,0,0,0,0,정상,
[결재알림] 비용 처리 완료 ? Adventure Works 송장,"재무회계팀에서 비용 처리가 완료되었습니다.
대상 송장: ORD-637493
상세 내역은 ERP에서 확인 가능합니다.
감사합니다.",0,0,0,0,0,정상,
